Name,Longitude,Latitude,Elevation
U 78,-77.8019444444,39.2369444444,
W 320,-77.9244444444,39.2555555556,
X 320,-77.9413888889,39.2524166667,
Y 320,-77.9571388889,39.2505,
Z 320,-77.9733333333,39.2427777778,
N 327,-77.9558333333,39.4316666667,
P 326,-78.0611111111,39.5888888889,
P 327,-77.9377777778,39.4241666667,
R 326,-78.0397222222,39.5633333333,
S 326,-78.0255555556,39.5538888889,
SHANGHAI,-78.1946253139,39.4387257833,
T 326,-78.0072222222,39.5552777778,
U 326,-77.995,39.5533333333,
A 96,-81.4513888889,38.5177777778,
A 97 RESET,-81.6291666667,38.5441666667,
B 96,-81.4008333333,38.4658333333,
BUELAH,-81.2588545972,38.3845982722,
D 97,-81.6305555556,38.5261111111,
E 5,-81.6680555556,38.3711111111,
F 5,-81.7875,38.3825,
F 5 RESET,-81.7875,38.3825,
G 205,-81.5233333333,38.22,
G 98,-81.7505555556,38.5286111111,
HOLLOW 1944 AZ MK,-81.7403043944,38.3971509861,
J 96,-81.4144444444,38.5013888889,
J 99,-81.6327777778,38.5538888889,
L 95,-81.49,38.5705555556,
M 205,-81.5655555556,38.2586111111,
MILE,-81.4427743611,38.4482956722,
N 205,-81.5638888889,38.2777777778,
N 98,-81.6944444444,38.5258333333,
NAVY,-81.7080886694,38.3644709389,
NO 6 WVGS 1944,-81.7084112528,38.3642928861,
OWENS AZ MK,-81.56306355,38.3085266028,
P 97,-81.5325,38.575,
P 98,-81.7019444444,38.5225,
PUTNEY USGS 1944,-81.3757986667,38.2894928639,
Q 205,-81.5575,38.2963888889,
Q 98,-81.7102777778,38.5166666667,
QUICK,-81.3840371167,38.3902160639,
R 98,-81.7105555556,38.5038888889,
S 203,-81.3286111111,38.1844444444,
S 7,-81.3488888889,38.4880555556,
S 97,-81.5563888889,38.5647222222,
S 98 RESET,-81.7141666667,38.5025,
T 96,-81.6138888889,38.3613888889,
T 98,-81.7225,38.5097222222,
U 7,-81.4286111111,38.4608333333,
U 96,-81.6213888889,38.3583333333,
U 98,-81.7277777778,38.5183333333,
V 204,-81.3986111111,38.2088888889,
V 205,-81.6080555556,38.3377777778,
V 98,-81.7288888889,38.5294444444,
W 204,-81.4044444444,38.2058333333,
W 98,-81.6458333333,38.5041666667,
WILLS,-81.4174360028,38.5236341944,
Z 7,-81.5841666667,38.3855555556,
A 271,-80.565,38.8658333333,
A 9,-80.6747222222,39.0358333333,
B 268,-80.4675,38.8752777778,
B 271,-80.5616666667,38.8908333333,
B 283,-80.3733333333,38.8627777778,
BALD,-80.460525075,38.9404180028,
BERNARD,-80.6266900611,39.0155371528,
C 268,-80.4766666667,38.8841666667,
C 271,-80.5708333333,38.8877777778,
C 283,-80.3919444444,38.8633333333,
C 9,-80.6130555556,39.05,
D 10,-80.4758333333,39.0172222222,
D 268,-80.4494444444,38.8730555556,
D 271,-80.5769444444,38.8772222222,
D 9,-80.5752777778,39.0536111111,
E 10,-80.5005555556,39.0019444444,
E 268,-80.4353333333,38.8680555556,
E 9,-80.5294444444,39.0477777778,
F 268,-80.4588888889,38.86175,
G 10,-80.4972222222,38.9547222222,
G 268,-80.4546944444,38.8513888889,
H 10,-80.4913888889,38.9302777778,
H 268,-80.4483333333,38.8399444444,
HARLEW,-80.3675630861,39.1175646778,
J 9,-80.4680555556,39.0411111111,
L 9,-80.4177777778,39.075,
PURG,-80.3779127556,39.0155550889,
STONEWALL,-80.473431225,39.0043192611,
SUGARLOAF,-80.5636048889,39.0343670611,
T 267,-80.46225,38.8178611111,
U 267,-80.4479444444,38.8342222222,
U 278,-80.5483333333,38.8588888889,
V 267,-80.4386111111,38.8325,
V 278,-80.5338888889,38.8563888889,
V 279,-80.5197222222,38.8633333333,
W 267,-80.4266666667,38.8361111111,
W 268,-80.4386111111,38.7533333333,
W 279,-80.4986111111,38.8744444444,
WIL,-80.3816562917,38.8813487167,
X 267,-80.4097222222,38.8376666667,
Y 267,-80.3975,38.8333333333,
Y 270,-80.5930555556,38.8708333333,
Z 270,-80.5811111111,38.8588888889,
Z 8,-80.6986111111,39.0152777778,
A 161,-82.2447222222,37.9772222222,
B 161,-82.2563888889,37.9727777778,
C 161,-82.2566666667,37.9647222222,
C 37,-81.8022222222,38.2219444444,
D 153,-82.0544444444,38.1441666667,
E 150,-82.2238888889,38.1825,
F 148,-82.1891666667,38.1286111111,
F 151,-81.9047222222,38.1611111111,
F 153,-82.0391666667,38.1358333333,
G 154,-82.0505555556,38.1333333333,
G 155,-82.1366666667,38.005,
G 51,-82.1975,38.2611111111,
H 150,-82.2166666667,38.2125,
H 153,-82.0213888889,38.1263888889,
J 148,-82.2111111111,38.2188888889,
K 153,-81.9216666667,38.1652777778,
KIAH,-82.1852264667,37.9838887944,
L 152,-82.1119444444,38.21,
MANN,-82.20158955,38.0242059528,
N 151,-81.9733333333,38.2327777778,
P 151,-82.0,38.2344444444,
P 152,-82.0613888889,38.1780555556,
P 153,-81.9666666667,38.135,
Q 154,-82.1305555556,38.0972222222,
R 153,-81.9975,38.1275,
R 160,-82.2305555556,37.9997222222,
RECTOR RM 1,-82.0297777778,38.0261055556,
S 154,-82.1438888889,38.0788888889,
S 160,-82.2252777778,37.9922222222,
T 152,-82.0152777778,38.2066666667,
T 156,-81.98,38.0430555556,
T 160,-82.2105555556,37.9883333333,
TWIN,-82.2371899806,38.1421058472,
U 160,-82.2027777778,37.9805555556,
V 140,-82.1216666667,38.2605555556,
V 152,-82.0086111111,38.1869444444,
V 154,-82.1602777778,38.1075,
V 160,-82.1902777778,37.9788888889,
V 50,-82.1441666667,38.0536111111,
W 153,-82.0166666667,38.0491666667,
W 154,-82.1705555556,38.1194444444,
W 50,-82.1205555556,38.0633333333,
X 152,-82.0233333333,38.1808333333,
X 153,-82.0075,38.0580555556,
X 154,-82.1077777778,38.0261111111,
X 154 X,-82.0752777778,38.0119444444,
X 36,-81.8516666667,38.1827777778,
Y 140,-82.1816666667,38.1911111111,
Y 154,-82.1286111111,38.0305555556,
Y 50,-82.1211111111,38.0872222222,
Z 160,-82.2333333333,37.9816666667,
A 145,-81.9994444444,37.8258333333,
A 156,-82.0772222222,37.9369444444,
A 163,-81.9716666667,37.9158333333,
B 144,-82.0261111111,37.7597222222,
B 189,-81.83,37.8705555556,
C 144,-82.0336111111,37.7586111111,
C 191,-81.7938888889,37.8025,
CABIN HILL,-82.0886385833,37.8490990222,
D 144,-82.0963888889,37.7966666667,
D 145,-82.17,37.9652777778,
D 191,-81.7930555556,37.8186111111,
DEHUE 2,-81.8900031833,37.7917081,
E 156,-82.0491666667,37.9577777778,
E 189,-81.8561111111,37.7572222222,
E 191,-81.795,37.8311111111,
F 156,-82.0380555556,37.9652777778,
F 189,-81.8463888889,37.7583333333,
G 156,-82.025,37.9761111111,
GAGE,-81.8713888889,37.8472222222,
H 189,-81.8308333333,37.7719444444,
J 189 RESET,-81.8205555556,37.7747222222,
J 50,-81.985,37.8747222222,
K 155,-82.1419444444,37.9772222222,
L 189,-81.6222222222,37.7963888889,
L 190,-81.6825,37.8041666667,
M 144,-82.0216666667,37.8502777778,
M 190,-81.6972222222,37.8022222222,
MINGO RESET,-81.9933962,37.6406651083,
N 157,-81.9394444444,37.9458333333,
N 35,-81.9594444444,37.8366666667,
Q 45,-81.9413888889,37.7880555556,
R 45,-81.9313888889,37.8088888889,
S 45 X,-81.9522222222,37.8272222222,
SCARLET,-82.0749244639,37.7021301111,
STRIKER,-82.0775324889,37.9738951333,
T 155,-82.1097222222,37.885,
U 143,-82.1036111111,37.7719444444,
V 143,-82.0986111111,37.7625,
W 143,-82.0922222222,37.7519444444,
W 143 RESET,-82.0922222222,37.7519444444,
W 144,-82.0563888889,37.8452777778,
W 155,-82.0936111111,37.9019444444,
X 143,-82.0738888889,37.7547222222,
X 144,-82.0672222222,37.855,
X 155,-82.0875,37.9161111111,
X 162,-81.8911111111,37.7491666667,
X 188,-81.8069444444,37.8494444444,
X 190,-81.8125,37.7838888889,
Y 143,-82.0611111111,37.755,
Y 144,-81.9963888889,37.8472222222,
Y 155,-82.0897222222,37.9261111111,
Z 143,-82.0519444444,37.7547222222,
Z 144,-82.0011111111,37.8336111111,
Z 155,-82.0841666667,37.9319444444,
A 179,-81.6733333333,37.3055555556,
A 182,-81.54,37.2213888889,
A 183,-81.4847222222,37.3372222222,
A 184,-81.5066666667,37.2697222222,
A 193,-81.5758333333,37.2166666667,
A 194,-81.4897222222,37.3458333333,
A 195,-81.5238888889,37.4269444444,
A 196,-81.8105555556,37.3883333333,
A 197,-81.5475,37.4238888889,
A 327,-81.6836111111,37.2086111111,
A 49,-81.6666666667,37.4727777778,
A 50,-81.3580555556,37.3577777778,
B 179,-81.6794444444,37.3025,
B 182,-81.5511111111,37.2122222222,
B 184,-81.5055555556,37.2777777778,
B 193,-81.5830555556,37.2225,
B 194,-81.4980555556,37.3525,
B 196,-81.8127777778,37.3855555556,
B 327,-81.6808333333,37.2002777778,
BERWIND,-81.6528297444,37.269285575,
C 179,-81.6894444444,37.3030555556,
C 182,-81.5575,37.2075,
C 184,-81.5088888889,37.2780555556,
C 193,-81.5927777778,37.2283333333,
C 194,-81.5036111111,37.3563888889,
C 197,-81.6288888889,37.455,
D 177,-81.6513888889,37.4886111111,
D 179,-81.6958333333,37.3133333333,
D 184,-81.5125,37.2844444444,
D 193,-81.6036111111,37.2305555556,
D 194,-81.5086111111,37.3655555556,
D 197,-81.6188888889,37.4594444444,
E 184,-81.5163888889,37.2916666667,
E 193,-81.6219444444,37.2425,
E 194,-81.5188888889,37.3691666667,
E 197,-81.4977777778,37.4188888889,
E 49,-81.6347222222,37.4638888889,
E 49 RESET 1954,-81.6347222222,37.4638888889,
F 184,-81.5247222222,37.2944444444,
F 193,-81.6397222222,37.2480555556,
F 194,-81.5325,37.3633333333,
F 197,-81.4861111111,37.4205555556,
F 48,-81.9163888889,37.5047222222,
G 184,-81.5288888889,37.305,
G 191,-81.8130555556,37.3338888889,
G 193,-81.6369444444,37.2330555556,
G 194,-81.5388888889,37.3663888889,
H 182,-81.4383333333,37.3641666667,
H 191,-81.8180555556,37.3252777778,
H 193,-81.6475,37.2336111111,
H 194,-81.5613888889,37.3833333333,
H 195,-81.6605555556,37.3563888889,
J 179,-81.7327777778,37.3380555556,
J 182,-81.4483333333,37.3552777778,
J 184,-81.5333333333,37.3058333333,
J 191,-81.8197222222,37.3236111111,
J 193,-81.6580555556,37.2358333333,
J 194,-81.5661111111,37.3927777778,
K 179,-81.7397222222,37.3427777778,
K 182,-81.4430555556,37.3455555556,
K 184,-81.5402777778,37.31,
K 191,-81.8227777778,37.3136111111,
K 193,-81.6647222222,37.2313888889,
K 194,-81.5755555556,37.4005555556,
K 195,-81.6677777778,37.3463888889,
K 48,-81.8686111111,37.4672222222,
L 179,-81.7475,37.3372222222,
L 182,-81.4402777778,37.3444444444,
L 184,-81.5436111111,37.3116666667,
L 191,-81.8280555556,37.3072222222,
L 193,-81.6683333333,37.2247222222,
L 194,-81.5775,37.4113888889,
L 195,-81.6722222222,37.3375,
L 196,-81.5075,37.425,
L 48,-81.8475,37.4783333333,
M 179,-81.7566666667,37.3433333333,
M 182,-81.4358333333,37.3344444444,
M 184,-81.5430555556,37.32,
M 191,-81.8352777778,37.2941666667,
M 194,-81.5861111111,37.4322222222,
M 196,-81.5088888889,37.4291666667,
M 49,-81.4816666667,37.4136111111,
N 179,-81.7636111111,37.3477777778,
N 182,-81.44,37.3211111111,
N 191,-81.8363888889,37.2891666667,
N 193,-81.68,37.2155555556,
N 194,-81.5836111111,37.4241666667,
N 195,-81.7969444444,37.3677777778,
N 196,-81.5936111111,37.4416666667,
N 49,-81.4636111111,37.405,
P 179,-81.7772222222,37.3475,
P 182,-81.4333333333,37.3141666667,
P 184,-81.5391666667,37.3416666667,
P 191,-81.8325,37.2847222222,
P 193,-81.5855555556,37.3133333333,
P 194,-81.5897222222,37.4172222222,
P 195,-81.8086111111,37.3780555556,
P 196,-81.5813888889,37.4358333333,
P 49,-81.4477777778,37.4158333333,
Q 179,-81.7875,37.3461111111,
Q 182,-81.4363888889,37.3022222222,
Q 184,-81.5447222222,37.3519444444,
Q 191,-81.8219444444,37.3241666667,
Q 193,-81.5875,37.3205555556,
Q 196,-81.5719444444,37.4325,
R 176,-81.8061111111,37.4925,
R 178,-81.6483333333,37.2519444444,
R 179,-81.7983333333,37.3505555556,
R 182,-81.4358333333,37.2936111111,
R 184,-81.6558333333,37.2905555556,
R 191,-81.8383333333,37.3297222222,
R 193,-81.5880555556,37.3272222222,
R 195,-81.8038888889,37.4494444444,
R 48,-81.7763888889,37.4761111111,
RIFFE,-81.7613865806,37.3741830972,
S 176,-81.8141666667,37.4836111111,
S 178,-81.6555555556,37.2586111111,
S 179,-81.8008333333,37.3511111111,
S 182,-81.4380555556,37.2908333333,
S 184,-81.6461111111,37.3025,
S 191,-81.8511111111,37.3347222222,
S 193,-81.5869444444,37.3305555556,
S 195,-81.8055555556,37.4394444444,
S 196,-81.6069444444,37.4572222222,
S 48,-81.7538888889,37.46,
SLATE,-81.7208435694,37.2702209556,
T 176,-81.8216666667,37.4747222222,
T 178,-81.6663888889,37.2697222222,
T 179,-81.8030555556,37.3608333333,
T 182,-81.4472222222,37.2813888889,
T 184,-81.6375,37.3116666667,
T 191,-81.8591666667,37.3377777778,
T 194,-81.6269444444,37.3975,
T 195,-81.8005555556,37.4333333333,
T 196,-81.5761111111,37.4397222222,
T 48,-81.7525,37.4583333333,
U 176,-81.8205555556,37.4638888889,
U 178,-81.6669444444,37.2772222222,
U 182,-81.4469444444,37.2783333333,
U 184,-81.6244444444,37.3125,
U 191,-81.8686111111,37.3422222222,
U 193,-81.5736111111,37.3455555556,
U 195,-81.7908333333,37.4263888889,
U 196,-81.5616666667,37.4480555556,
U 48,-81.7519444444,37.4563888889,
V 176 RESET,-81.8144444444,37.4647222222,
V 178,-81.6636111111,37.2822222222,
V 182,-81.4513888889,37.2730555556,
V 184,-81.6152777778,37.3047222222,
V 191,-81.8791666667,37.3330555556,
V 195,-81.7894444444,37.4169444444,
V 196,-81.5508333333,37.4475,
V 48,-81.7227777778,37.4538888889,
W 178,-81.6636111111,37.2836111111,
W 182,-81.4538888889,37.2688888889,
W 184,-81.6105555556,37.3008333333,
W 191,-81.8913888889,37.3313888889,
W 193,-81.5477777778,37.3602777778,
W 195,-81.7861111111,37.4136111111,
W 196,-81.5452777778,37.4483333333,
W 48,-81.7080555556,37.4508333333,
WELCH RESET 1966,-81.5841666667,37.4325,
X 178,-81.6747222222,37.2877777778,
X 182,-81.4577777778,37.3575,
X 184,-81.4202777778,37.405,
X 193,-81.5522222222,37.3652777778,
X 194,-81.3972222222,37.3847222222,
X 195,-81.7852777778,37.4016666667,
X 196,-81.5430555556,37.4547222222,
X 48,-81.7069444444,37.4522222222,
Y 178,-81.6669444444,37.2944444444,
Y 182,-81.4738888889,37.3472222222,
Y 183,-81.5052777778,37.2483333333,
Y 184,-81.5119444444,37.4208333333,
Y 193,-81.5527777778,37.3669444444,
Y 194,-81.3913888889,37.3752777778,
Y 195,-81.7988888889,37.4027777778,
Y 196,-81.5347222222,37.4086111111,
Z 178,-81.6727777778,37.3022222222,
Z 181,-81.5241666667,37.2286111111,
Z 182,-81.4813888889,37.3347222222,
Z 183,-81.5041666667,37.2561111111,
Z 184,-81.5983333333,37.3066666667,
Z 193,-81.5586111111,37.3741666667,
Z 194,-81.5125,37.4225,
Z 195,-81.8025,37.3966666667,
Z 196,-81.5252777778,37.4113888889,
Z 48,-81.7013888889,37.4727777778,
1 WVGS 1941,-80.17697125,39.4714420833,
4G7 A,-80.1660457833,39.4489330611,
ERWIN USGS 1941,-80.1866947833,39.4847461611,
F 54,-80.2147222222,39.5105555556,
G 54,-80.1852777778,39.4994444444,
H 315,-80.0677777778,39.4152777778,
J 315,-80.0816666667,39.4213888889,
J 54,-80.1436111111,39.5052777778,
JACKSON RESET,-80.3240014389,39.6120896694,
K 315,-80.0897222222,39.4313888889,
L 315,-80.0627777778,39.4166666667,
LOCAL SURVEY MK NEAR VALENTINE,-80.1292107861,39.5543420833,
M 315,-80.0933333333,39.4413888889,
METZ,-80.3856578667,39.5758536861,
MR 120 LA,-80.0902777778,39.5205555556,
MR 125 LA,-80.1252777778,39.495,
N 315,-80.1172222222,39.4580555556,
NEILLY,-80.1051379528,39.5650578972,
Q 315,-80.1044444444,39.4791666667,
T 315,-80.0477777778,39.5169444444,
VALENTINE,-80.1291617667,39.5543036917,
W 22,-80.4130555556,39.6155555556,
X 22,-80.3833333333,39.5975,
Y 22,-80.3675,39.5786111111,
A 125,-80.545,39.9377777778,
A 127,-80.6075,39.7372222222,
ASTON,-80.7005248139,39.8676146083,
B 125,-80.5363888889,39.9269444444,
B 127,-80.6058333333,39.7452777778,
BURCH,-80.81681645,39.7786449556,
C 125,-80.5319444444,39.92,
C 127,-80.6061111111,39.7525,
C 22,-80.7286111111,39.8580555556,
C 316,-80.7733333333,39.9086111111,
CARNEY,-80.7212682389,39.8319082222,
CENT,-80.74547,39.7546468361,
CENT USGS 1963,-80.7454163139,39.7546249111,
CULLEY,-80.5514026111,39.8047518528,
D 125,-80.5313888889,39.91,
D 127,-80.6111111111,39.7566666667,
D 22,-80.71,39.8408333333,
D 316,-80.7975,39.9097222222,
E 125,-80.5352777778,39.8961111111,
E 127,-80.6213888889,39.7613888889,
E 22,-80.6866666667,39.8466666667,
E 316,-80.7922222222,39.8947222222,
EASTON RM 1,-80.6459277778,39.8237,
EASTON RM 2,-80.64605,39.8235444444,
EASTON USGS 1963,-80.6460984056,39.8236620639,
F 125,-80.5327777778,39.8816666667,
F 127,-80.6261111111,39.7663888889,
F 22,-80.66,39.8427777778,
F 316,-80.7880555556,39.885,
FORK RIDGE,-80.586235025,39.8738409583,
G 125,-80.69,39.7908333333,
G 127 RESET,-80.6430555556,39.7647222222,
GATTS,-80.7846760611,39.8236569917,
GRASS,-80.5212979722,39.766515125,
H 125,-80.6838888889,39.7977777778,
H 127 RESET,-80.6436111111,39.7663888889,
H 316,-80.8466666667,39.7811111111,
HANNA COAL CO MARK 1963,-80.7558340333,39.8477184,
HANNA COAL CO MARK NEAR CULLEY,-80.5513685222,39.8047767972,
HOG,-80.7979778667,39.8571231056,
J 123,-80.615,40.0013888889,
J 124,-80.6144444444,39.8372222222,
J 125,-80.6711111111,39.8066666667,
J 126,-80.7022222222,39.785,
J 127,-80.6586111111,39.7638888889,
J 128,-80.705,39.765,
J 22,-80.5661111111,39.8263888889,
J 316,-80.8516666667,39.7505555556,
K 123,-80.5861111111,39.9938888889,
K 124,-80.6366666667,39.8366666667,
K 125,-80.67,39.8183333333,
K 127,-80.6741666667,39.7669444444,
K 128,-80.7083333333,39.7622222222,
K 22,-80.5327777778,39.8147222222,
K 316,-80.8405555556,39.7386111111,
L 123,-80.5816666667,39.9916666667,
L 124,-80.6,39.8366666667,
L 125,-80.6613888889,39.8247222222,
L 127,-80.6830555556,39.7716666667,
L 128,-80.7086111111,39.7591666667,
LIMESTONE,-80.6528780611,39.9223926806,
M 123,-80.5736111111,40.0016666667,
M 124,-80.5944444444,39.8458333333,
M 125,-80.6488888889,39.825,
M 127,-80.6911111111,39.7786111111,
M 128,-80.7127777778,39.7497222222,
MECHEN,-80.732004125,39.9765103139,
MOUNDSVILLE,-80.7159408639,39.9319425639,
MROZ,-80.7718305667,39.8942737722,
N 123,-80.5591666667,40.0147222222,
N 124,-80.5908333333,39.86,
N 125,-80.6469444444,39.8336111111,
N 127,-80.7027777778,39.7816666667,
N 128,-80.7077777778,39.7402777778,
P 123,-80.5413888889,40.0133333333,
P 125,-80.5544444444,39.7636111111,
P 127,-80.7083333333,39.77,
P 128,-80.7136111111,39.7302777778,
PLEASANT WVGS 1963,-80.6092829917,39.9057639472,
Q 124,-80.5191666667,39.9630555556,
Q 125,-80.5563888889,39.7569444444,
Q 127,-80.7063888889,39.7730555556,
Q 128,-80.7216666667,39.7255555556,
Q 136,-80.5438888889,39.7483333333,
R 124,-80.5294444444,39.9563888889,
R 125,-80.5558333333,39.7541666667,
R 127,-80.7211111111,39.7733333333,
R 136,-80.5386111111,39.7411111111,
RIGGS KNOB 2,-80.7559062639,39.8477188111,
ROCKLICK RESET,-80.529649675,39.8667360861,
ROCKLICK RM 1,-80.5295055556,39.8667722222,
S 124,-80.5675,39.9536111111,
S 125,-80.5622222222,39.7491666667,
S 127,-80.7188888889,39.7841666667,
S 136,-80.5283333333,39.7366666667,
SHERRARD USGS 1963,-80.6891535778,39.9943372056,
T 125,-80.5708333333,39.7380555556,
T 127,-80.7361111111,39.7791666667,
T 129,-80.5772222222,39.9630555556,
T 136,-80.5291666667,39.7305555556,
U 123,-80.6619444444,39.9691666667,
U 124,-80.5872222222,39.9669444444,
U 125,-80.5808333333,39.7341666667,
U 127,-80.7352777778,39.7916666667,
V 123,-80.5825,39.8747222222,
V 124,-80.5894444444,39.9716666667,
V 125,-80.5911111111,39.7275,
V 127,-80.7405555556,39.7955555556,
VALVE,-80.6312633361,39.7383181222,
VALVE USGS 1963,-80.6312219444,39.7383180472,
W 121,-80.6413888889,40.0011111111,
W 123,-80.59,39.8838888889,
W 124,-80.5891666667,39.9827777778,
W 125,-80.6044444444,39.73,
W 127,-80.7441666667,39.7905555556,
WILEY,-80.8270176,39.7496987833,
WILSON KNOB,-80.5679771333,40.0082134139,
X 121,-80.6380555556,40.0083333333,
X 123,-80.5994444444,39.895,
X 124,-80.5575,39.9552777778,
Y 121,-80.6525,40.0130555556,
Y 123,-80.6216666667,39.9102777778,
Y 124,-80.5394444444,39.9544444444,
Y 312,-80.7275,40.0269444444,
Z 121,-80.6527777778,40.0188888889,
Z 124,-80.5475,39.9483333333,
Z 127 RESET,-80.7761111111,39.8113888889,
Z 312,-80.7366666667,39.9702777778,
A 119,-81.9522222222,38.7166666667,
A 332,-82.0316666667,39.02,
B 111,-82.0066666667,38.8386111111,
C 110,-81.8997222222,38.8533333333,
C 111,-82.0008333333,38.8416666667,
C 115,-82.0688888889,38.6988888889,
C 85,-82.1322222222,38.8875,
